AppID,Name,Published Date,Original Price,Discount Price,Discount %,Reviews Count,Reviews Positive,Review Label,Search Filter,Number Of Players,Controller Support,OS
1984270,Digimon Story Time Stranger,"2 Oct, 2025",Rp 999 000,Rp 599 400,-40%,7738,93%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Gamepad Preferred, Xbox Controller Support",Windows
3124540,Far Far West,"28 Apr, 2026",Rp 136 999,Rp 136 999,N/A,18067,96%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Singleplayer",Xbox Controller Support,Windows
1361210,"Warhammer 40,000: Darktide","30 Nov, 2022",Rp 439 999,Rp 439 999,N/A,72136,75%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Online Co-op",Xbox Controller Support,Windows
219740,Don't Starve,"23 Apr, 2013",Rp 69 999,Rp 17 499,-75%,32928,96%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"Full Controller Support, Xbox Controller Support","SteamOS + Linux, Windows, macOS"
1962663,Call of Duty®: Warzone™,"16 Nov, 2022",Free,Free,N/A,21053,28%,Mostly Negative,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer","Full Controller Support, Xbox Controller Support",Windows
3357650,PRAGMATA,"16 Apr, 2026",Rp 779 000,Rp 779 000,N/A,14368,97%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Gamepad Preferred, Xbox Controller Support",Windows
3796290,Theater Pack - Hearts of Iron IV: Thunder at our Gates,"11 Jun, 2026",Rp 225 999,Rp 225 999,N/A,472,34%,Mostly Negative,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Singleplayer",N/A,"SteamOS + Linux, Windows, macOS"
108600,Project Zomboid,"8 Nov, 2013",Rp 165 999,Rp 165 999,N/A,149558,94%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Online Co-op, Online PvP, PvP, Shared/Split Screen, Shared/Split Screen Co-op, Singleplayer",Xbox Controller Support,"SteamOS + Linux, Windows, macOS"
3404260,Dead as Disco,"5 May, 2026",Rp 214 999,Rp 214 999,N/A,5576,97%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
2288340,ACE COMBAT 8: WINGS OF THEVE,"1 Oct, 2026",Rp 899 000,Rp 899 000,N/A,N/A,N/A,N/A,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer","Dualsense Controller Support, Xbox Controller Support",Windows
2138710,Sifu,"28 Mar, 2023",Rp 229 999,Rp 57 499,-75%,7732,92%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
1118010,Monster Hunter World: Iceborne,"9 Jan, 2020",Rp 519 000,Rp 77 850,-85%,5754,79%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Singleplayer",Xbox Controller Support,Windows
440900,Conan Exiles Enhanced,"8 May, 2018",Rp 249 999,Rp 249 999,N/A,39033,79%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer","Full Controller Support, Xbox Controller Support",Windows
3100310,Arms of God,"8 Jun, 2026",Rp 145 803,Rp 88 337,-39%,855,89%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"Full Controller Support, Xbox Controller Support",Windows
1326470,Sons Of The Forest,"22 Feb, 2024",Rp 245 999,Rp 245 999,N/A,114891,88%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
4025700,Heartopia,"16 Jan, 2026",Free,Free,N/A,7304,58%,Mixed,"mostplayed, newreleases, topsellers, upcomingreleases","Cross-Platform Multiplayer, Multi-player, Singleplayer",N/A,Windows
4000,Garry's Mod,"29 Nov, 2006",Rp 89 999,Rp 44 999,-50%,529946,97%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, LAN Co-op, LAN PvP, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer",N/A,"SteamOS + Linux, Windows, macOS"
2661300,Grounded 2,"29 Jul, 2025",Rp 374 000,Rp 374 000,N/A,11404,85%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Singleplayer","Full Controller Support, Steam Input API Support, Xbox Controller Support",Windows
1874880,Arma Reforger,"16 Nov, 2023",Rp 499 999,Rp 499 999,N/A,29183,78%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer","Full Controller Support, Xbox Controller Support",Windows
380600,Fishing Planet,"28 Aug, 2017",Free,Free,N/A,28391,84%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support","SteamOS + Linux, Windows, macOS"
588650,Dead Cells,"6 Aug, 2018",Rp 149 999,Rp 74 999,-50%,43796,96%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"Full Controller Support, Xbox Controller Support","SteamOS + Linux, Windows, macOS"
2208920,Assassin's Creed Valhalla,"6 Dec, 2022",Rp 619 000,Rp 154 750,-75%,14578,68%,Mixed,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"DualShock Controller Support, Dualsense Controller Support, Xbox Controller Support",Windows
270880,American Truck Simulator,"2 Feb, 2016",Rp 175 999,Rp 175 999,N/A,92803,97%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Singleplayer","Steam Input API Support, Xbox Controller Support","SteamOS + Linux, Windows, macOS"
261550,Mount & Blade II: Bannerlord,"25 Oct, 2022",Rp 678 800,Rp 523 060,-23%,97125,87%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Multi-player, Online PvP, PvP, Singleplayer",Xbox Controller Support,Windows
1142710,Total War: WARHAMMER III,"16 Feb, 2022",Rp 648 999,Rp 648 999,N/A,54732,70%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, LAN Co-op, LAN PvP, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer",N/A,"SteamOS + Linux, Windows, macOS"
2358720,Black Myth: Wukong,"19 Aug, 2024",Rp 699 999,Rp 699 999,N/A,69393,93%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"Dualsense Controller Support, Full Controller Support, Gamepad Preferred, Xbox Controller Support",Windows
3274580,Anno 117: Pax Romana,"12 Nov, 2025",Rp 679 000,Rp 509 250,-25%,5114,65%,Mixed,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer","Full Controller Support, Xbox Controller Support",Windows
250900,The Binding of Isaac: Rebirth,"4 Nov, 2014",Rp 95 999,Rp 95 999,N/A,145663,97%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Multi-player, Shared/Split Screen, Singleplayer","Full Controller Support, Xbox Controller Support","SteamOS + Linux, Windows, macOS"
4584110,Soul Land: Awakening World,"1 Jun, 2026",Free,Free,N/A,207,50%,Mixed,"mostplayed, newreleases, topsellers, upcomingreleases",Multi-player,N/A,Windows
3489700,Stellar Blade™,"11 Jun, 2025",Rp 879 000,Rp 879 000,N/A,16154,95%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Steam Input API Support, Xbox Controller Support",Windows
686810,Hell Let Loose,"27 Jul, 2021",Rp 399 999,Rp 99 999,-75%,61948,83%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Multi-player, Online PvP, PvP",Xbox Controller Support,Windows
1004640,FINAL FANTASY TACTICS - The Ivalice Chronicles,"30 Sep, 2025",Rp 729 000,Rp 510 300,-30%,4008,91%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"Full Controller Support, Gamepad Preferred, Xbox Controller Support",Windows
1501750,Lords of the Fallen,"13 Oct, 2023",Rp 449 000,Rp 148 170,-67%,20221,73%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
105600,Terraria,"16 May, 2011",Rp 90 999,Rp 90 999,N/A,593522,97%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer","Full Controller Support, Xbox Controller Support","SteamOS + Linux, Windows, macOS"
1608070,CRISIS CORE –FINAL FANTASY VII– REUNION,"13 Dec, 2022",Rp 649 000,Rp 227 150,-65%,3515,89%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"Full Controller Support, Xbox Controller Support",Windows
3840050,Cult of the Lamb: Woolhaven,"22 Jan, 2026",Rp 145 999,Rp 116 799,-20%,1114,93%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Shared/Split Screen, Shared/Split Screen Co-op, Singleplayer","DualShock Controller Support, Full Controller Support, Gamepad Preferred, Steam Input API Support, Xbox Controller Support","Windows, macOS"
1875580,Mina the Hollower,"28 May, 2026",Rp 174 999,Rp 174 999,N/A,3970,89%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support","SteamOS + Linux, Windows, macOS"
1129580,Medieval Dynasty,"23 Sep, 2021",Rp 249 999,Rp 124 999,-50%,18903,89%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Singleplayer","Full Controller Support, Xbox Controller Support",Windows
1401590,Disney Dreamlight Valley,"5 Dec, 2023",Rp 525 000,Rp 367 500,-30%,15330,91%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Multi-player, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
3219180,Cursemark,"8 Jun, 2026",Rp 172 348,Rp 110 901,-36%,228,83%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
1217060,Gunfire Reborn,"17 Nov, 2021",Rp 162 999,Rp 89 649,-45%,36503,96%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
489830,The Elder Scrolls V: Skyrim Special Edition,"27 Oct, 2016",Rp 329 999,Rp 329 999,N/A,127297,94%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,Xbox Controller Support,Windows
1190970,House Flipper 2,"14 Dec, 2023",Rp 299 999,Rp 299 999,N/A,9063,86%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, LAN Co-op, Multi-player, Online Co-op, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
1407200,World of Tanks,"28 Apr, 2021",Free,Free,N/A,24790,73%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Multi-player, Online PvP, PvP",N/A,Windows
2778580,ELDEN RING Shadow of the Erdtree,"20 Jun, 2024",Rp 599 000,Rp 599 000,N/A,41175,85%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer","Full Controller Support, Xbox Controller Support",Windows
2456740,inZOI,"27 Mar, 2025",Rp 449 000,Rp 449 000,N/A,13389,79%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,Xbox Controller Support,"Windows, macOS"
3606480,Call of Duty®: Black Ops 7,"13 Nov, 2025",Rp 999 000,Rp 999 000,N/A,2228,36%,Mostly Negative,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Steam Input API Support, Xbox Controller Support",Windows
3949040,RV There Yet?,"21 Oct, 2025",Rp 74 000,Rp 74 000,N/A,28961,89%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Singleplayer","Full Controller Support, Steam Input API Support, Xbox Controller Support",Windows
2322010,God of War Ragnarök,"19 Sep, 2024",Rp 879 000,Rp 879 000,N/A,15123,89%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Steam Input API Support, Xbox Controller Support",Windows
2138330,Cyberpunk 2077: Phantom Liberty,"25 Sep, 2023",Rp 349 999,Rp 349 999,N/A,10575,91%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support","Windows, macOS"
1250410,Microsoft Flight Simulator (2020) 40th Anniversary Edition,"17 Aug, 2020",Rp 790 000,Rp 276 500,-65%,43768,78%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Multi-player, Singleplayer","Full Controller Support, Xbox Controller Support",Windows
1284190,The Planet Crafter,"10 Apr, 2024",Rp 206 999,Rp 124 199,-40%,35973,95%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
376210,The Isle,"1 Dec, 2015",Rp 165 999,Rp 165 999,N/A,58368,77%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Multi-player, Online PvP, PvP",Xbox Controller Support,Windows
1374490,RuneScape: Dragonwilds,"15 Apr, 2025",Rp 319 999,Rp 319 999,N/A,19883,81%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Singleplayer",Xbox Controller Support,Windows
2369390,Far Cry® 6,"11 May, 2023",Rp 619 000,Rp 154 750,-75%,12589,67%,Mixed,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Xbox Controller Support",Windows
952060,Resident Evil 3,"24 Jan, 2019",Rp 519 000,Rp 103 800,-80%,31186,82%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Multi-player, Online PvP, PvP, Singleplayer","Full Controller Support, Xbox Controller Support",Windows
3028330,Battlefield™ REDSEC,"28 Oct, 2025",Free,Free,N/A,9582,43%,Mixed,"mostplayed, newreleases, topsellers, upcomingreleases","Cross-Platform Multiplayer, Multi-player, Online PvP, PvP, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
3052450,Morimens,"1 Aug, 2024",Free,Free,N/A,1557,88%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Multi-player, PvP, Singleplayer",N/A,Windows
526870,Satisfactory,"10 Sep, 2024",Rp 299 999,Rp 299 999,N/A,134170,97%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Online Co-op, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Xbox Controller Support",Windows
2769570,Fable,"23 Feb, 2027",Rp 899 999,Rp 899 999,N/A,N/A,N/A,N/A,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,N/A,Windows
2074920,The First Descendant,"30 Jun, 2024",Free,Free,N/A,50450,64%,Mixed,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Online Co-op, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Xbox Controller Support",Windows
2384580,DYNASTY WARRIORS: ORIGINS,"16 Jan, 2025",Rp 945 000,Rp 661 500,-30%,4162,91%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"Full Controller Support, Xbox Controller Support",Windows
2001120,Split Fiction,"6 Mar, 2025",Rp 569 000,Rp 569 000,N/A,22717,96%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Online Co-op, Shared/Split Screen, Shared/Split Screen Co-op","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
1794680,Vampire Survivors,"20 Oct, 2022",Rp 44 999,Rp 33 749,-25%,126794,98%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Singleplayer","Full Controller Support, Xbox Controller Support","Windows, macOS"
1289670,EA Play,"31 Aug, 2020",Rp 87 000,Rp 87 000,N/A,10,50%,Mixed,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Online Co-op, Online PvP, PvP, Shared/Split Screen, Shared/Split Screen Co-op, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
1805320,Romestead,"25 May, 2026",Rp 99 999,Rp 99 999,N/A,828,91%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, LAN Co-op, Multi-player, Online Co-op, Singleplayer",N/A,Windows
1203620,Enshrouded,"24 Jan, 2024",Rp 239 999,Rp 239 999,N/A,47478,87%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
4226770,"Warhammer 40,000: Rogue Trader - The Infinite Museion","11 Jun, 2026",Rp 130 799,Rp 130 799,N/A,102,79%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Online Co-op, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Xbox Controller Support","Windows, macOS"
589290,Holdfast: Nations At War,"5 Mar, 2020",Rp 169 000,Rp 84 500,-50%,18180,90%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Multi-player, Online PvP, PvP","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
2201320,Date Everything!,"17 Jun, 2025",Rp 418 999,Rp 142 459,-66%,5678,94%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
4427390,TBH : Task Bar Hero - Supporter Pack,"27 May, 2026",Rp 39 499,Rp 39 499,N/A,265,36%,Mostly Negative,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,N/A,Windows
1062090,Timberborn,"12 Mar, 2026",Rp 284 999,Rp 227 999,-20%,23130,96%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,N/A,"Windows, macOS"
532790,Vampire: The Masquerade® - Bloodlines™ 2,"21 Oct, 2025",Rp 676 999,Rp 338 499,-50%,6343,55%,Mixed,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"DualShock Controller Support, Dualsense Controller Support, Xbox Controller Support",Windows
2707930,Palia,"25 Mar, 2024",Free,Free,N/A,25926,88%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Online Co-op, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Xbox Controller Support",Windows
2963950,Persona 4 Revival,"17 Feb, 2027",Rp 649 000,Rp 649 000,N/A,N/A,N/A,N/A,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Gamepad Preferred, Steam Input API Support, Xbox Controller Support",Windows
2291060,EARTH DEFENSE FORCE 6,"25 Jul, 2024",Rp 921 000,Rp 405 240,-56%,3945,77%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Shared/Split Screen, Shared/Split Screen Co-op, Singleplayer","DualShock Controller Support, Full Controller Support, Xbox Controller Support",Windows
311210,Call of Duty®: Black Ops III,"5 Nov, 2015",Rp 891 000,Rp 891 000,N/A,117147,90%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Shared/Split Screen, Singleplayer","Full Controller Support, Xbox Controller Support","Windows, macOS"
2407270,AI LIMIT,"27 Mar, 2025",Rp 350 999,Rp 245 699,-30%,3543,91%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"Dualsense Controller Support, Full Controller Support, Gamepad Preferred, Xbox Controller Support",Windows
2444750,Shape of Dreams,"10 Sep, 2025",Rp 201 999,Rp 141 399,-30%,6073,94%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
2340520,Tales of Seikyu,"11 Jun, 2026",Rp 206 999,Rp 144 899,-30%,1423,85%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
518790,theHunter: Call of the Wild™,"16 Feb, 2017",Rp 165 999,Rp 165 999,N/A,62396,90%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Singleplayer","Full Controller Support, Xbox Controller Support",Windows
646570,Slay the Spire,"23 Jan, 2019",Rp 211 000,Rp 52 750,-75%,75238,97%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"Full Controller Support, Xbox Controller Support","SteamOS + Linux, Windows, macOS"
1850570,DEATH STRANDING DIRECTOR'S CUT,"30 Mar, 2022",Rp 539 999,Rp 188 999,-65%,19594,91%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
892970,Valheim,"2 Feb, 2021",Rp 214 999,Rp 214 999,N/A,255760,94%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Singleplayer","Full Controller Support, Xbox Controller Support","SteamOS + Linux, Windows, macOS"
1790600,DRAGON BALL: Sparking! ZERO,"10 Oct, 2024",Rp 699 000,Rp 349 500,-50%,28607,87%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Multi-player, Online PvP, PvP, Shared/Split Screen, Shared/Split Screen PvP, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Gamepad Preferred, Xbox Controller Support",Windows
251570,7 Days to Die,"25 Jul, 2024",Rp 338 999,Rp 338 999,N/A,124607,85%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, LAN Co-op, LAN PvP, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support","SteamOS + Linux, Windows, macOS"
2866670,NBA THE RUN,"9 Jun, 2026",Rp 254 999,Rp 254 999,N/A,593,72%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Cross-Platform Multiplayer, Multi-player, Online PvP, PvP","DualShock Controller Support, Dualsense Controller Support, Gamepad Preferred, Xbox Controller Support",Windows
1778820,TEKKEN 8,"25 Jan, 2024",Rp 499 000,Rp 499 000,N/A,26575,57%,Mixed,"mostplayed, newreleases, topsellers, upcomingreleases","Multi-player, Online PvP, PvP, Shared/Split Screen, Shared/Split Screen PvP, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Xbox Controller Support",Windows
945360,Among Us,"16 Nov, 2018",Rp 42 999,Rp 42 999,N/A,374610,92%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, LAN Co-op, LAN PvP, Multi-player, Online Co-op, Online PvP, PvP","Full Controller Support, Xbox Controller Support",Windows
2651280,Marvel's Spider-Man 2,"30 Jan, 2025",Rp 879 000,Rp 879 000,N/A,15203,82%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Steam Input API Support, Xbox Controller Support",Windows
714010,Aimlabs,"16 Jun, 2023",Free,Free,N/A,65678,90%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"Full Controller Support, Xbox Controller Support",Windows
346110,ARK: Survival Evolved,"27 Aug, 2017",Rp 130 999,Rp 130 999,N/A,254778,80%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Singleplayer","Full Controller Support, Xbox Controller Support","Windows, macOS"
431240,Golf With Your Friends,"19 May, 2020",Rp 108 999,Rp 10 899,-90%,36563,89%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Multi-player, Online PvP, PvP, Shared/Split Screen, Shared/Split Screen PvP, Singleplayer",Xbox Controller Support,"SteamOS + Linux, Windows, macOS"
1601580,Frostpunk 2,"20 Sep, 2024",Rp 338 999,Rp 169 499,-50%,9350,78%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Steam Input API Support, Xbox Controller Support","Windows, macOS"
448510,Overcooked,"3 Aug, 2016",Rp 135 999,Rp 13 599,-90%,4692,91%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, PvP, Shared/Split Screen, Shared/Split Screen Co-op, Shared/Split Screen PvP, Singleplayer","Full Controller Support, Xbox Controller Support",Windows
289650,Assassin's Creed® Unity,"12 Nov, 2014",Rp 309 000,Rp 77 250,-75%,25511,75%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Singleplayer",Xbox Controller Support,Windows
1938090,Call of Duty®,"27 Oct, 2022",N/A,N/A,N/A,232584,57%,Mixed,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Steam Input API Support, Xbox Controller Support",Windows
2272360,"Warhammer 40,000: Dawn of War IV","17 Sep, 2026",Rp 639 299,Rp 575 369,-10%,N/A,N/A,N/A,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer",N/A,Windows
