AppID,Name,Published Date,Original Price,Discount Price,Discount %,Reviews Count,Reviews Positive,Review Label,Search Filter,Number Of Players,Controller Support,OS
2523720,Gears of War: Reloaded,"26 Aug, 2025",Rp 579 000,Rp 579 000,N/A,2290,56%,Mixed,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer","Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
1971870,Mortal Kombat 1,"19 Sep, 2023",Rp 790 000,Rp 790 000,N/A,16892,72%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Cross-Platform Multiplayer, Multi-player, Online PvP, PvP, Shared/Split Screen, Shared/Split Screen PvP, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
3937550,Yakuza Kiwami 3 & Dark Ties,"11 Feb, 2026",Rp 579 000,Rp 376 350,-35%,1969,61%,Mixed,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Steam Input API Support, Xbox Controller Support",Windows
2321470,Deep Rock Galactic: Survivor,"17 Sep, 2025",Rp 119 999,Rp 77 999,-35%,23660,87%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
3410460,Street Fighter™ 6 - Year 3 Character Pass,"15 Jul, 2025",Rp 389 000,Rp 389 000,N/A,89,50%,Mixed,"mostplayed, newreleases, topsellers, upcomingreleases","Cross-Platform Multiplayer, Multi-player, Online PvP, PvP, Shared/Split Screen, Shared/Split Screen PvP, Singleplayer",Xbox Controller Support,Windows
3260810,Le Mans Ultimate - 2024 Pack 3,"10 Dec, 2024",Rp 283 328,Rp 184 163,-35%,39,87%,Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Multi-player, Online PvP, PvP, Singleplayer",Xbox Controller Support,Windows
3180070,"No, I'm not a Human","15 Sep, 2025",Rp 130 999,Rp 130 999,N/A,9079,93%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
282470,Don't Starve: Reign of Giants,"2 Apr, 2014",Rp 52 999,Rp 26 499,-50%,1498,96%,Overwhelmingly Positive,topsellers,Singleplayer,Xbox Controller Support,"SteamOS + Linux, Windows, macOS"
606160,ROUTINE,"4 Dec, 2025",Rp 206 999,Rp 144 899,-30%,4384,93%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"Full Controller Support, Xbox Controller Support",Windows
4466620,SiNiSistar 2,"15 May, 2026",Rp 134 999,Rp 134 999,N/A,219,87%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,Xbox Controller Support,"Windows, macOS"
2057760,Esoteric Ebb,"3 Mar, 2026",Rp 206 999,Rp 206 999,N/A,5509,95%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
1325200,Nioh 2 – The Complete Edition,"5 Feb, 2021",Rp 675 000,Rp 270 000,-60%,10494,91%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Xbox Controller Support",Windows
1911610,Windblown,"24 Oct, 2024",Rp 206 999,Rp 144 899,-30%,4774,93%,Very Positive,topsellers,"Co-op, Multi-player, Online Co-op, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Gamepad Preferred, Xbox Controller Support",Windows
613100,House Flipper,"17 May, 2018",Rp 317 048,Rp 198 524,-37%,45426,94%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"Full Controller Support, Xbox Controller Support","Windows, macOS"
2420660,Neva,"15 Oct, 2024",Rp 165 999,Rp 82 999,-50%,3685,94%,Very Positive,topsellers,Singleplayer,"Dualsense Controller Support, Full Controller Support, Gamepad Preferred, Xbox Controller Support","Windows, macOS"
3080080,Age of Empires II: DE - The Three Kingdoms,"6 May, 2025",Rp 174 000,Rp 116 580,-33%,998,48%,Mixed,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, LAN Co-op, LAN PvP, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer",N/A,"Windows, macOS"
2103140,Magicraft,"1 Nov, 2024",Rp 139 999,Rp 111 999,-20%,3444,95%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"DualShock Controller Support, Full Controller Support, Xbox Controller Support",Windows
47890,The Sims™ 3,"27 Jan, 2011",Rp 239 000,Rp 239 000,N/A,20418,86%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,N/A,Windows
799960,Wizard101,"6 Sep, 2018",Free,Free,N/A,8447,83%,Very Positive,"mostplayed, newreleases, topsellers","Co-op, Multi-player, Online Co-op, Online PvP, PvP","DualShock Controller Support, Dualsense Controller Support, Steam Input API Support, Xbox Controller Support",Windows
2208570,Dark Hours,"23 Oct, 2025",Rp 130 999,Rp 78 599,-40%,1266,84%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Online Co-op, Singleplayer",Xbox Controller Support,Windows
4427430,TBH : Task Bar Hero - Slayer (Class),"27 May, 2026",Rp 49 499,Rp 49 499,N/A,43,34%,Mostly Negative,topsellers,Singleplayer,N/A,Windows
965580,Root,"24 Sep, 2020",Rp 95 999,Rp 47 999,-50%,3166,92%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Cross-Platform Multiplayer, Multi-player, Online PvP, PvP, Shared/Split Screen, Shared/Split Screen PvP, Singleplayer",Xbox Controller Support,"Windows, macOS"
4224910,Ready or Not: Boiling Point,"12 Mar, 2026",Rp 88 000,Rp 88 000,N/A,1536,79%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
3746540,Age of Empires IV: Yue Fei's Legacy,"7 May, 2026",Rp 199 000,Rp 199 000,N/A,488,44%,Mixed,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer",N/A,Windows
3950020,Duet Night Abyss,"19 Jan, 2026",Free,Free,N/A,1818,56%,Mixed,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op","Full Controller Support, Xbox Controller Support",Windows
4304930,Chef Knight,"1 Jun, 2026",Rp 58 499,Rp 58 499,N/A,941,94%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
4329260,Substance 3D Painter 2026,"11 Mar, 2025",Rp 206 999,Rp 206 999,N/A,88,56%,Mixed,"mostplayed, newreleases, topsellers, upcomingreleases",N/A,N/A,"SteamOS + Linux, Windows, macOS"
1341290,We Were Here Forever,"10 May, 2022",Rp 152 999,Rp 58 139,-62%,5751,93%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Online Co-op","DualShock Controller Support, Dualsense Controller Support, Xbox Controller Support",Windows
1745440,Destiny 2: Triumphant Silver Bundle,"7 Dec, 2021",Rp 159 999,Rp 159 999,N/A,190,61%,Mixed,topsellers,"Co-op, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer","Full Controller Support, Xbox Controller Support",Windows
371970,Barony,"23 Jun, 2015",Rp 165 999,Rp 165 999,N/A,8591,91%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, LAN Co-op, Multi-player, Online Co-op, Shared/Split Screen, Shared/Split Screen Co-op, Singleplayer","Full Controller Support, Xbox Controller Support","SteamOS + Linux, Windows, macOS"
2623190,The Elder Scrolls IV: Oblivion Remastered,"22 Apr, 2025",Rp 699 000,Rp 699 000,N/A,47233,78%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"DualShock Controller Support, Dualsense Controller Support, Xbox Controller Support",Windows
1273400,Construction Simulator,"20 Sep, 2022",Rp 206 999,Rp 206 999,N/A,3369,79%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Singleplayer","DualShock Controller Support, Full Controller Support, Steam Input API Support, Xbox Controller Support",Windows
1442430,Storage Hunter Simulator,"27 Nov, 2025",Rp 252 798,Rp 187 398,-26%,1752,78%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Singleplayer","Full Controller Support, Xbox Controller Support",Windows
2781620,Risk of Rain 2: Alloyed Collective,"18 Nov, 2025",Rp 80 999,Rp 80 999,N/A,2811,94%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer","Full Controller Support, Xbox Controller Support",Windows
4260840,STRANGER THAN HEAVEN,"14 Jan, 2027",Rp 649 000,Rp 649 000,N/A,N/A,N/A,N/A,topsellers,Singleplayer,"DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Steam Input API Support, Xbox Controller Support",Windows
975370,Dwarf Fortress,"6 Dec, 2022",Rp 254 999,Rp 203 999,-20%,23869,94%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,N/A,"SteamOS + Linux, Windows"
4231820,Castlevania: Belmont's Curse,"14 Oct, 2026",Rp 400 000,Rp 400 000,N/A,N/A,N/A,N/A,topsellers,Singleplayer,"Dualsense Controller Support, Full Controller Support, Gamepad Preferred, Xbox Controller Support",Windows
1001270,Kebab Chefs! - Restaurant Simulator,"11 Jun, 2026",Rp 152 999,Rp 91 799,-40%,1502,80%,Very Positive,topsellers,"Co-op, Multi-player, Online Co-op, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
2879840,Escape Simulator 2,"27 Oct, 2025",Rp 169 000,Rp 169 000,N/A,1792,93%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Online Co-op, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Steam Input API Support, Xbox Controller Support","Windows, macOS"
1281040,Baby Steps,"23 Sep, 2025",Rp 165 999,Rp 82 999,-50%,1600,91%,Very Positive,topsellers,Singleplayer,"DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Gamepad Preferred, Xbox Controller Support",Windows
238960,Path of Exile,"23 Oct, 2013",Free,Free,N/A,141671,88%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Online PvP, PvP, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support","Windows, macOS"
1392860,Little Nightmares III,"9 Oct, 2025",Rp 399 000,Rp 399 000,N/A,4810,49%,Mixed,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Gamepad Preferred, Xbox Controller Support",Windows
287290,Resident Evil Revelations 2,"24 Feb, 2015",Rp 259 000,Rp 64 750,-75%,6632,75%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Shared/Split Screen Co-op, Singleplayer","Full Controller Support, Xbox Controller Support",Windows
1974050,Torchlight: Infinite,"9 May, 2023",Free,Free,N/A,7985,62%,Mixed,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Cross-Platform Multiplayer, Multi-player, Online Co-op, Singleplayer",Xbox Controller Support,Windows
3058630,Assetto Corsa EVO,"16 Jan, 2025",Rp 299 999,Rp 299 999,N/A,8398,54%,Mixed,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"Dualsense Controller Support, Gamepad Preferred, Xbox Controller Support",Windows
1577120,The Quarry,"9 Jun, 2022",Rp 769 000,Rp 115 350,-85%,7446,83%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Shared/Split Screen, Shared/Split Screen Co-op, Singleplayer","Full Controller Support, Xbox Controller Support",Windows
3417850,Stellaris: Shadows of the Shroud,"22 Sep, 2025",Rp 225 999,Rp 225 999,N/A,325,41%,Mixed,"mostplayed, newreleases, topsellers, upcomingreleases","Cross-Platform Multiplayer, Multi-player, Singleplayer",N/A,"SteamOS + Linux, Windows, macOS"
1026680,FINAL FANTASY VIII - REMASTERED,"3 Sep, 2019",Rp 285 000,Rp 114 000,-60%,2682,74%,Mostly Positive,topsellers,Singleplayer,"Full Controller Support, Xbox Controller Support",Windows
1336980,NOBUNAGA'S AMBITION: Awakening,"20 Jul, 2022",Rp 770 000,Rp 346 500,-55%,2264,74%,Mostly Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,N/A,Windows
835960,The Talos Principle 2,"2 Nov, 2023",Rp 245 999,Rp 61 499,-75%,8300,94%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
753640,Outer Wilds,"18 Jun, 2020",Rp 199 999,Rp 199 999,N/A,50995,95%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Gamepad Preferred, Xbox Controller Support",Windows
2109300,Resident Evil 4 - Separate Ways,"24 Jan, 2019",Rp 129 000,Rp 129 000,N/A,3148,94%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"Full Controller Support, Xbox Controller Support",Windows
3410470,Street Fighter™ 6 - Year 3 Ultimate Pass,"15 Jul, 2025",Rp 629 000,Rp 629 000,N/A,55,58%,Mixed,"mostplayed, newreleases, topsellers, upcomingreleases","Cross-Platform Multiplayer, Multi-player, Online PvP, PvP, Shared/Split Screen, Shared/Split Screen PvP, Singleplayer",Xbox Controller Support,Windows
1757300,Jump Space,"19 Sep, 2025",Rp 155 000,Rp 155 000,N/A,7104,87%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Singleplayer","Full Controller Support, Xbox Controller Support",Windows
3115220,Town to City,"26 May, 2026",Rp 254 999,Rp 254 999,N/A,3807,97%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,N/A,Windows
1173810,FINAL FANTASY V,"10 Nov, 2021",Rp 239 000,Rp 143 400,-40%,1375,92%,Very Positive,topsellers,Singleplayer,Xbox Controller Support,Windows
1121640,The Wandering Village,"17 Jul, 2025",Rp 245 999,Rp 245 999,N/A,3881,92%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support","SteamOS + Linux, Windows, macOS"
1343400,RuneScape ®,"14 Oct, 2020",Free,Free,N/A,21617,81%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Cross-Platform Multiplayer, Multi-player",N/A,"Windows, macOS"
619820,Heroes of Hammerwatch II,"14 Jan, 2025",Rp 175 999,Rp 70 399,-60%,4034,84%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Co-op, Multi-player, Online Co-op, Singleplayer","Full Controller Support, Xbox Controller Support",Windows
3618850,Pronoun Palace,"4 Jun, 2026",Rp 174 999,Rp 174 999,N/A,694,99%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support","SteamOS + Linux, Windows, macOS"
894020,Death's Door,"20 Jul, 2021",Rp 165 999,Rp 33 199,-80%,10451,93%,Very Positive,topsellers,Singleplayer,"Full Controller Support, Gamepad Preferred, Xbox Controller Support",Windows
559650,Witch It,"22 Oct, 2020",Rp 165 999,Rp 24 899,-85%,3421,92%,Very Positive,topsellers,"Multi-player, Online PvP, PvP","Full Controller Support, Xbox Controller Support",Windows
1763250,SWORN,"23 Sep, 2025",Rp 206 999,Rp 70 379,-66%,2461,83%,Very Positive,topsellers,"Co-op, Multi-player, Online Co-op, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Gamepad Preferred, Xbox Controller Support",Windows
3784030,RACCOIN: Coin Pusher Roguelike,"31 Mar, 2026",Rp 119 900,Rp 119 900,N/A,2275,85%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,"DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
629730,Blade and Sorcery,"17 Jun, 2024",Rp 254 999,Rp 254 999,N/A,48846,96%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,N/A,Windows
410340,Liftoff®: FPV Drone Racing,"13 Sep, 2018",Rp 165 999,Rp 165 999,N/A,6748,95%,Overwhelmingly Positive,"mostplayed, newreleases, topsellers, upcomingreleases","Multi-player, Online PvP, PvP, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Gamepad Preferred, Xbox Controller Support","SteamOS + Linux, Windows, macOS"
2730540,Card-en-Ciel,"23 Oct, 2024",Rp 206 999,Rp 113 849,-45%,827,91%,Very Positive,topsellers,"Multi-player, Online PvP, PvP, Singleplayer","DualShock Controller Support, Dualsense Controller Support, Full Controller Support, Xbox Controller Support",Windows
1044720,Farthest Frontier,"23 Oct, 2025",Rp 284 999,Rp 284 999,N/A,10678,86%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,N/A,Windows
2914150,Yunyun Syndrome!? Rhythm Psychosis,"23 Apr, 2026",Rp 82 499,Rp 82 499,N/A,1114,88%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,N/A,Windows
3428570,Teller's Duty,"12 Jun, 2026",Rp 145 348,Rp 83 226,-43%,173,75%,Mostly Positive,topsellers,Singleplayer,"Full Controller Support, Xbox Controller Support",Windows
2873660,Global Rescue,"27 Apr, 2026",Rp 214 999,Rp 214 999,N/A,1364,86%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,N/A,"Windows, macOS"
824270,KovaaK's,"3 Apr, 2018",Rp 130 048,Rp 66 553,-49%,22273,93%,Very Positive,"mostplayed, newreleases, topsellers, upcomingreleases",Singleplayer,N/A,Windows
